Timestamp,Temperature,Resistances,Mean,Std
3,189.98,10.1519,,
4,189.98,10.16053,,
5,189.99,10.14919,,
6,189.99,10.142,,
7,189.99,10.14657,,
8,189.99,10.14547,,
9,189.99,10.14107,,
0,199.98,10.51791,,
1,199.97,10.51555,,
2,199.97,10.52173,,
3,199.97,10.52959,,
4,199.96,10.51952,,
5,199.96,10.51859,,
6,199.97,10.52325,,
7,199.98,10.53891,,
8,199.97,10.5307,,
9,199.97,10.54246,,
0,210.0,10.87274,,
1,210.0,10.87698,,
2,210.0,10.8741,,
3,210.0,10.87723,,
4,210.0,10.87858,,
5,210.0,10.89018,,
6,210.0,10.86716,,
7,210.0,10.87673,,
8,210.0,10.87554,,
9,210.0,10.88451,,
0,220.0,11.24417,,
1,220.0,11.23427,,
2,220.0,11.2456,,
3,220.0,11.24882,,
4,220.0,11.25627,,
5,220.0,11.24705,,
6,220.0,11.24815,,
7,220.0,11.24798,,
8,220.0,11.24527,,
9,220.0,11.2457,,
0,230.0,11.5897,,
1,230.0,11.59326,,
2,230.0,11.5947,,
3,230.0,11.61154,,
4,230.0,11.61763,,
5,230.0,11.59918,,
6,230.0,11.59436,,
7,230.0,11.60122,,
8,230.0,11.59834,,
9,230.0,11.60934,,
0,240.0,11.98619,,
1,240.0,11.97544,,
2,240.0,11.96985,,
3,240.0,11.97671,,
4,240.0,11.98246,,
5,240.0,11.97798,,
6,240.0,11.97129,,
7,240.0,11.97383,,
8,240.0,11.97857,,
9,240.0,11.97019,,
0,250.0,12.39343,,
1,250.0,12.40375,,
2,250.0,12.39808,,
3,250.0,12.4002,,
4,250.0,12.39952,,
5,250.0,12.40156,,
6,250.0,12.39444,,
7,250.0,12.3947,,
8,250.0,12.387,,
9,250.0,12.38818,,
0,260.0,12.76435,,
1,260.0,12.76409,,
2,260.0,12.77611,,
3,260.0,12.78525,,
4,260.0,12.77196,,
5,260.0,12.76706,,
6,260.0,12.76917,,
7,260.0,12.77908,,
8,260.0,12.78094,,
9,260.0,12.7861,,
0,270.0,13.17125,,
1,270.0,13.17447,,
2,270.0,13.18556,,
3,270.0,13.17608,,
4,270.0,13.1716,,
5,270.0,13.17177,,
6,270.0,13.16651,,
7,270.0,13.16981,,
8,270.0,13.19123,,
9,270.0,13.17429,,
0,280.0,13.50738,,
1,280.0,13.49435,,
2,280.0,13.49866,,
3,280.0,13.50349,,
4,280.0,13.50611,,
5,280.0,13.49654,,
6,280.0,13.4935,,
7,280.0,13.49612,,
8,280.0,13.49672,,
9,280.0,13.50188,,
0,290.0,13.87229,,
1,290.0,13.88126,,
2,290.0,13.87762,,
3,290.0,13.87255,,
4,290.0,13.87695,,
5,290.0,13.87729,,
6,290.0,13.87026,,
7,290.0,13.87704,,
8,290.0,13.87686,,
9,290.0,13.88736,,
0,300.1,14.48682,,
1,300.1,14.4947,,
2,300.1,14.48631,,
3,300.1,14.47404,,
4,300.1,14.48013,,
5,300.1,14.47793,,
6,300.1,14.47547,,
7,300.1,14.47099,,
8,300.1,14.46735,,
9,300.1,14.48657,,
0,310.1,15.40665,,
1,310.1,15.40945,,
2,310.1,15.41918,,
3,310.1,15.41825,,
4,310.1,15.41384,,
5,310.1,15.42985,,
6,310.1,15.42003,,
7,310.1,15.43154,,
8,310.1,15.43789,,
9,310.1,15.44475,,
0,320.1,16.21122,,
1,320.1,16.21478,,
2,320.1,16.22697,,
3,320.1,16.22934,,
4,320.1,16.22621,,
5,320.1,16.22155,,
6,320.1,16.21748,,
7,320.1,16.22655,,
8,320.1,16.24119,,
9,320.1,16.22316,,
0,330.0,16.92091,,
1,330.0,16.921,,
2,330.0,16.92658,,
3,330.0,16.91354,,
4,330.0,16.93098,,
5,330.0,16.93268,,
6,330.0,16.91609,,
7,330.0,16.91677,,
8,330.0,16.9045,,
9,330.0,16.92109,,
0,340.0,17.40294,,
1,340.0,17.40768,,
2,340.0,17.40583,,
3,340.0,17.40718,,
4,340.0,17.40084,,
5,340.0,17.40964,,
6,340.0,17.40574,,
7,340.0,17.40295,,
8,340.0,17.39905,,
9,340.0,17.39076,,
0,349.9,17.00108,,
1,349.9,16.99515,,
2,349.9,16.9938,,
3,349.9,16.98422,,
4,349.9,16.98939,,
5,349.9,16.99091,,
6,349.9,17.00412,,
7,349.9,16.99962,,
8,349.9,17.0042,,
9,349.9,17.00555,,
0,359.9,17.08697,,
1,359.9,17.08841,,
2,359.9,17.09442,,
3,359.9,17.08696,,
4,359.9,17.09213,,
5,359.9,17.08307,,
6,359.9,17.06945,,
7,359.9,17.07943,,
8,359.9,17.0741,,
9,359.9,17.07833,,
0,370.0,17.32219,,
1,370.0,17.33235,,
2,370.0,17.33438,,
3,370.0,17.32457,,
4,370.0,17.32017,,
5,370.0,17.32331,,
6,370.0,17.32491,,
7,370.0,17.32729,,
8,370.0,17.32661,,
9,370.0,17.33076,,
0,380.0,17.61227,,
1,380.0,17.60702,,
2,380.0,17.60304,,
3,380.0,17.61692,,
4,380.0,17.6071,,
5,380.0,17.61057,,
6,380.0,17.61582,,
7,380.0,17.60829,,
8,380.0,17.60524,,
9,380.0,17.60211,,
0,390.0,17.97201,,
1,390.0,17.98335,,
2,390.0,17.9759,,
3,390.0,17.96744,,
4,390.0,17.97752,,
5,390.0,17.98412,,
6,390.0,17.97819,,
7,390.0,17.97675,,
8,390.0,17.97201,,
9,390.0,17.97641,,
0,400.0,18.34106,,
1,400.0,18.34072,,
2,400.0,18.34641,,
3,400.0,18.34725,,
4,400.0,18.34047,,
5,400.0,18.34479,,
6,400.0,18.36104,,
7,400.0,18.34818,,
8,400.0,18.35148,,
9,400.0,18.34462,,
0,410.0,18.76268,,
1,410.0,18.75033,,
2,410.0,18.75431,,
3,410.0,18.76108,,
4,410.0,18.75482,,
5,410.0,18.73968,,
6,410.0,18.75517,,
7,410.0,18.75356,,
8,410.0,18.74755,,
9,410.0,18.75194,,
0,420.0,19.20926,,
1,420.0,19.21004,,
2,420.0,19.21164,,
3,420.0,19.20733,,
4,420.0,19.20496,,
5,420.0,19.19641,,
6,420.0,19.20453,,
7,420.0,19.18828,,
8,420.0,19.19539,,
9,420.0,19.19675,,
0,430.0,19.65349,,
1,430.0,19.65272,,
2,430.0,19.65339,,
3,430.0,19.64832,,
4,430.0,19.64282,,
5,430.0,19.65179,,
6,430.0,19.65916,,
7,430.0,19.65934,,
8,430.0,19.66383,,
9,430.0,19.66001,,
0,440.0,20.10243,,
1,440.0,20.107,,
2,440.0,20.10167,,
3,440.0,20.09532,,
4,440.0,20.10125,,
5,440.0,20.09354,,
6,440.0,20.08693,,
7,440.0,20.10624,,
8,440.0,20.10404,,
9,440.0,20.10353,,
0,450.0,20.43745,,
1,450.0,20.43449,,
2,450.0,20.43078,,
3,450.0,20.44516,,
4,450.0,20.43729,,
5,450.0,20.44177,,
6,450.0,20.44456,,
7,450.0,20.44177,,
8,450.0,20.44744,,
9,450.0,20.44203,,
0,460.0,20.9532,,
1,460.0,20.9472,,
2,460.0,20.95295,,
3,460.0,20.94745,,
4,460.0,20.95076,,
5,460.0,20.95838,,
6,460.0,20.95659,,
7,460.0,20.95236,,
8,460.0,20.94449,,
9,460.0,20.96016,,
0,470.1,21.63874,,
1,470.1,21.64561,,
2,470.1,21.63434,,
3,470.1,21.64205,,
4,470.1,21.63705,,
5,470.1,21.63494,,
6,470.1,21.62216,,
7,470.1,21.62927,,
8,470.1,21.63925,,
9,470.1,21.64297,,
0,474.9,21.99306,,
1,474.9,21.98519,,
2,474.9,21.99052,,
3,474.9,21.97918,,
4,474.9,21.99221,,
5,474.9,21.98899,,
6,474.9,21.9989,,
7,474.9,21.99568,,
8,474.9,21.99703,,
9,474.9,21.99999,,
